Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID.1,Erosion state,Encoded erosion state,Unnamed: 8,Z location Half,Unnamed: 10,Z location 0.22,Unnamed: 12,Z location 0.23,Unnamed: 14,Z location 0.24,Unnamed: 16,Z location 0.25,Force X,Force Y,Force Z,Sum of contact force (vector),Sum force by connectivity,3 connectivity,Unnamed: 24,4Connectivity,5Connectivity,2Connectivity,1 connectivity,0Connectivity,Normalized X,Normalized Y,Normalized Z,Threshold Z
8815,0.0559,0.0628,0.294,4,8815,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-2.85E-07,-2.39E-08,-8.24E-08,2.98E-07,7.44E-08,0,0.000533,1,1,0,0,0,0.00148423,0.027448071,0.85,1
8819,0.092,0.0737,0.288,4,8819,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.16E-07,1.11E-07,6.18E-08,3.40E-07,8.51E-08,0,0.000608,1,1,0,0,0,0.135435993,0.067878338,0.828571429,1
8820,0.0719,0.251,0.304,0,8820,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.060853432,0.725519288,0.885714286,1
8826,0.108,0.192,0.277,0,8826,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.194805195,0.506676558,0.789285714,1
8829,0.105,0.0614,0.291,6,8829,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.94E-08,1.39E-07,3.55E-08,1.49E-07,2.48E-08,0,0.000267,0,0,0,0,0,0.183673469,0.022255193,0.839285714,1
8835,0.056,0.268,0.319,0,8835,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.001855288,0.788575668,0.939285714,1
8838,0.324,0.192,0.316,0,8838,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.506676558,0.928571429,1
8840,0.138,0.222,0.325,0,8840,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.306122449,0.617952522,0.960714286,1
8844,0.324,0.248,0.273,3,8844,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-8.85E-06,-8.86E-07,2.05E-06,9.13E-06,3.04E-06,1,0.0163,1,1,0,0,0,0.996289425,0.714391691,0.775,1
8850,0.0863,0.0561,0.237,4,8850,Not eroded,0,0,1,0,1,0,1,0,0,0,0,2.82E-07,-8.90E-07,3.39E-07,9.93E-07,2.48E-07,0,0.00178,1,1,0,0,0,0.114285714,0.002596439,0.646428571,1
8853,0.264,0.146,0.278,0,8853,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.773654917,0.336053412,0.792857143,1
8860,0.316,0.104,0.235,0,8860,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.966604824,0.180267062,0.639285714,1
8861,0.192,0.203,0.31,0,8861,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.506493506,0.547477745,0.907142857,1
8873,0.123,0.276,0.307,0,8873,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.250463822,0.818249258,0.896428571,1
8878,0.225,0.188,0.227,3,8878,Not eroded,0,0,1,0,1,0,0,0,0,0,0,1.89E-06,3.80E-07,1.92E-06,2.72E-06,9.06E-07,1,0.00487,1,1,0,0,0,0.628942486,0.491839763,0.610714286,1
8879,0.148,0.205,0.232,3,8879,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-1.26E-07,1.05E-06,1.15E-07,1.06E-06,3.54E-07,1,0.0019,1,1,0,0,0,0.3432282,0.554896142,0.628571429,1
8881,0.0609,0.103,0.281,3,8881,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.03E-07,3.76E-07,1.99E-07,4.38E-07,1.46E-07,1,0.000783,1,1,0,0,0,0.020037106,0.176557864,0.803571429,1
8882,0.132,0.293,0.294,0,8882,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.283858998,0.881305638,0.85,1
8884,0.148,0.138,0.28,0,8884,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.3432282,0.306379822,0.8,1
8885,0.266,0.0905,0.255,2,8885,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.21E-08,2.57E-06,-7.47E-07,2.67E-06,1.34E-06,1,0.00478,1,1,1,0,0,0.781076067,0.130192878,0.710714286,1
8886,0.29,0.325,0.312,0,8886,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.87012987,1,0.914285714,1
8887,0.106,0.0739,0.287,3,8887,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.88E-07,1.33E-07,4.94E-09,2.30E-07,7.67E-08,1,0.000411,1,1,0,0,0,0.187384045,0.068620178,0.825,1
8889,0.131,0.298,0.244,3,8889,Not eroded,0,0,1,0,1,0,1,0,1,0,0,1.75E-07,-2.08E-07,4.18E-07,4.98E-07,1.66E-07,1,0.000891,1,1,0,0,0,0.280148423,0.899851632,0.671428571,1
8894,0.276,0.122,0.271,0,8894,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.818181818,0.247032641,0.767857143,1
8897,0.0915,0.0735,0.277,5,8897,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.78E-07,2.30E-07,-5.23E-08,4.46E-07,8.91E-08,0,0.000798,0,1,0,0,0,0.133580705,0.067136499,0.789285714,1
8903,0.19,0.0815,0.269,6,8903,Not eroded,0,0,1,0,1,0,1,0,1,0,1,5.85E-07,-5.58E-07,-1.79E-07,8.28E-07,1.38E-07,0,0.00148,0,0,0,0,0,0.499072356,0.096810089,0.760714286,1
8909,0.211,0.217,0.284,6,8909,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.36E-06,6.23E-06,-3.46E-06,7.88E-06,1.31E-06,0,0.0141,0,0,0,0,0,0.576994434,0.599406528,0.814285714,1
8911,0.287,0.106,0.251,0,8911,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.858998145,0.18768546,0.696428571,1
8917,0.126,0.241,0.284,4,8917,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-3.48E-07,-1.20E-07,1.59E-07,4.01E-07,1.00E-07,0,0.000717,1,1,0,0,0,0.261595547,0.6884273,0.814285714,1
8918,0.103,0.299,0.3,0,8918,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.176252319,0.903560831,0.871428571,1
8919,0.207,0.061,0.267,0,8919,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.562152134,0.020771513,0.753571429,1
8923,0.0853,0.196,0.329,0,8923,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.110575139,0.521513353,0.975,1
8924,0.183,0.292,0.285,3,8924,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.98E-07,-3.34E-07,2.06E-07,4.92E-07,1.64E-07,1,0.00088,1,1,0,0,0,0.47309833,0.877596439,0.817857143,1
8925,0.102,0.0562,0.24,0,8925,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.172541744,0.002967359,0.657142857,1
8935,0.154,0.119,0.231,0,8935,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.365491651,0.235905045,0.625,1
8939,0.241,0.237,0.272,6,8939,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-7.54E-06,9.86E-06,1.06E-06,1.25E-05,2.08E-06,0,0.0224,0,0,0,0,0,0.688311688,0.673590504,0.771428571,1
8945,0.205,0.129,0.297,0,8945,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.554730983,0.272997033,0.860714286,1
8947,0.0956,0.0634,0.236,3,8947,Not eroded,0,0,1,0,1,0,1,0,0,0,0,2.94E-07,-5.23E-08,9.96E-08,3.15E-07,1.05E-07,1,0.000563,1,1,0,0,0,0.148794063,0.029673591,0.642857143,1
8953,0.148,0.0657,0.279,0,8953,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.3432282,0.038204748,0.796428571,1
8960,0.186,0.311,0.283,5,8960,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.21E-07,4.42E-07,-7.17E-08,4.64E-07,9.28E-08,0,0.00083,0,1,0,0,0,0.484230056,0.948071217,0.810714286,1
8963,0.188,0.258,0.24,4,8963,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-1.95E-07,3.40E-07,1.35E-06,1.40E-06,3.51E-07,0,0.0025,1,1,0,0,0,0.491651206,0.75148368,0.657142857,1
8965,0.118,0.325,0.295,0,8965,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.231910946,1,0.853571429,1
8972,0.214,0.175,0.27,4,8972,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.41E-07,3.72E-07,-1.11E-06,1.22E-06,3.04E-07,0,0.00218,1,1,0,0,0,0.58812616,0.443620178,0.764285714,1
8976,0.249,0.28,0.301,6,8976,Not eroded,0,0,1,0,1,0,1,0,1,0,1,9.88E-07,2.75E-06,1.56E-06,3.31E-06,5.52E-07,0,0.00592,0,0,0,0,0,0.717996289,0.833086053,0.875,1
8980,0.288,0.154,0.271,0,8980,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.86270872,0.365727003,0.767857143,1
8982,0.153,0.197,0.229,0,8982,Not eroded,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.361781076,0.525222552,0.617857143,1
8984,0.154,0.0877,0.251,5,8984,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.12E-07,-1.80E-07,-4.83E-07,5.27E-07,1.05E-07,0,0.000943,0,1,0,0,0,0.365491651,0.119807122,0.696428571,1
8985,0.119,0.096,0.329,0,8985,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.235621521,0.150593472,0.975,1
8986,0.0645,0.324,0.285,0,8986,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.033395176,0.996290801,0.817857143,1
8991,0.192,0.0918,0.242,4,8991,Not eroded,0,0,1,0,1,0,1,0,1,0,0,1.49E-06,6.01E-07,-5.86E-07,1.71E-06,4.27E-07,0,0.00306,1,1,0,0,0,0.506493506,0.135014837,0.664285714,1
8994,0.193,0.313,0.238,6,8994,Not eroded,0,0,1,0,1,0,1,0,0,0,0,1.17E-07,-4.04E-08,3.38E-07,3.60E-07,6.00E-08,0,0.000644,0,0,0,0,0,0.510204082,0.955489614,0.65,1
8998,0.288,0.258,0.253,3,8998,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-3.31E-06,6.35E-06,1.38E-06,7.29E-06,2.43E-06,1,0.013,1,1,0,0,0,0.86270872,0.75148368,0.703571429,1
9003,0.0688,0.0654,0.231,5,9003,Not eroded,0,0,1,0,1,0,1,0,0,0,0,8.26E-08,9.37E-08,9.96E-08,1.60E-07,3.20E-08,0,0.000286,0,1,0,0,0,0.049350649,0.037091988,0.625,1
9005,0.236,0.2,0.23,0,9005,Not eroded,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.669758813,0.536350148,0.621428571,1
9008,0.269,0.0626,0.279,0,9008,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.792207792,0.026706231,0.796428571,1
9012,0.231,0.118,0.29,3,9012,ERODED,1,1,1,1,1,1,1,1,1,1,1,1.32E-06,-1.02E-07,4.17E-06,4.38E-06,1.46E-06,1,0.00783,1,1,0,0,0,0.651205937,0.232195846,0.835714286,1
9015,0.161,0.126,0.235,0,9015,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.391465677,0.261869436,0.639285714,1
9016,0.243,0.252,0.299,3,9016,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.59E-06,-1.46E-05,3.23E-06,1.52E-05,5.06E-06,1,0.0272,1,1,0,0,0,0.695732839,0.729228487,0.867857143,1
9032,0.28,0.21,0.271,4,9032,Not eroded,0,0,1,0,1,0,1,0,1,0,1,9.28E-07,1.77E-05,-0.000193,0.000193718,4.84E-05,0,0.347,1,1,0,0,0,0.833024119,0.573442136,0.767857143,1
9034,0.325,0.266,0.244,5,9034,Not eroded,0,0,1,0,1,0,1,0,1,0,0,-1.46E-06,-7.73E-07,3.20E-06,3.60E-06,7.19E-07,0,0.00644,0,1,0,0,0,1,0.78115727,0.671428571,1
9040,0.202,0.261,0.244,4,9040,Not eroded,0,0,1,0,1,0,1,0,1,0,0,4.95E-07,9.12E-07,-2.76E-07,1.07E-06,2.68E-07,0,0.00191,1,1,0,0,0,0.543599258,0.762611276,0.671428571,1
9043,0.287,0.103,0.27,0,9043,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.858998145,0.176557864,0.764285714,1
9048,0.274,0.319,0.316,0,9048,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.810760668,0.977744807,0.928571429,1
9050,0.159,0.276,0.226,0,9050,Not eroded,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.384044527,0.818249258,0.607142857,1
9057,0.0565,0.325,0.297,0,9057,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.003710575,1,0.860714286,1
9063,0.258,0.16,0.281,0,9063,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.751391466,0.387982196,0.803571429,1
9066,0.191,0.264,0.275,0,9066,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.502782931,0.773738872,0.782142857,1
9071,0.0841,0.0902,0.28,3,9071,Not eroded,0,0,1,0,1,0,1,0,1,0,1,4.54E-07,-5.29E-08,8.56E-09,4.58E-07,1.53E-07,1,0.000819,1,1,0,0,0,0.106122449,0.129080119,0.8,1
9072,0.104,0.21,0.275,0,9072,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.179962894,0.573442136,0.782142857,1
9085,0.117,0.0981,0.253,0,9085,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.228200371,0.158382789,0.703571429,1
9087,0.0632,0.0913,0.26,6,9087,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.60E-08,-5.98E-09,-1.12E-07,1.15E-07,1.92E-08,0,0.000206,0,0,0,0,0,0.028571429,0.133160237,0.728571429,1
9089,0.091,0.193,0.288,0,9089,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.131725417,0.510385757,0.828571429,1
9090,0.0561,0.124,0.291,4,9090,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.21E-07,9.37E-08,-4.88E-08,2.45E-07,6.12E-08,0,0.000438,1,1,0,0,0,0.002226345,0.254451039,0.839285714,1
9093,0.285,0.103,0.261,0,9093,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.851576994,0.176557864,0.732142857,1
9095,0.294,0.0561,0.258,0,9095,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.884972171,0.002596439,0.721428571,1
9097,0.28,0.0562,0.287,0,9097,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.833024119,0.002967359,0.825,1
9099,0.056,0.216,0.246,4,9099,Not eroded,0,0,1,0,1,0,1,0,1,0,0,-2.69E-07,5.34E-08,1.21E-07,3.00E-07,7.49E-08,0,0.000537,1,1,0,0,0,0.001855288,0.595697329,0.678571429,1
9102,0.109,0.256,0.281,3,9102,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-3.47E-08,6.55E-07,6.43E-08,6.60E-07,2.20E-07,1,0.00118,1,1,0,0,0,0.19851577,0.744065282,0.803571429,1
9103,0.103,0.229,0.318,0,9103,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.176252319,0.643916914,0.935714286,1
9104,0.202,0.0561,0.249,2,9104,Not eroded,0,0,1,0,1,0,1,0,1,0,0,-1.31E-07,-1.11E-06,6.99E-08,1.11E-06,5.57E-07,1,0.00199,1,1,1,0,0,0.543599258,0.002596439,0.689285714,1
9106,0.163,0.325,0.298,2,9106,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.95E-07,-6.14E-07,2.83E-07,7.04E-07,3.52E-07,1,0.00126,1,1,1,0,0,0.398886827,1,0.864285714,1
9118,0.243,0.108,0.288,0,9118,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.695732839,0.195103858,0.828571429,1
9122,0.0853,0.207,0.317,0,9122,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.110575139,0.56231454,0.932142857,1
9129,0.274,0.314,0.23,3,9129,Not eroded,0,0,1,0,1,0,0,0,0,0,0,-2.91E-07,-1.74E-08,5.16E-07,5.93E-07,1.98E-07,1,0.00106,1,1,0,0,0,0.810760668,0.959198813,0.621428571,1
9131,0.304,0.0562,0.303,0,9131,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.922077922,0.002967359,0.882142857,1
9134,0.324,0.099,0.232,0,9134,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.161721068,0.628571429,1
9136,0.056,0.324,0.28,0,9136,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.001855288,0.996290801,0.8,1
9142,0.293,0.144,0.259,0,9142,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.881261596,0.328635015,0.725,1
9144,0.0777,0.324,0.323,0,9144,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.082374768,0.996290801,0.953571429,1
9150,0.109,0.203,0.307,0,9150,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.19851577,0.547477745,0.896428571,1
9152,0.322,0.298,0.296,2,9152,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-7.28E-07,3.98E-08,3.05E-07,7.90E-07,3.95E-07,1,0.00141,1,1,1,0,0,0.988868275,0.899851632,0.857142857,1
9153,0.126,0.284,0.316,0,9153,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.261595547,0.847922849,0.928571429,1
9154,0.0559,0.0793,0.291,5,9154,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.66E-07,8.03E-08,3.63E-08,1.88E-07,3.76E-08,0,0.000336,0,1,0,0,0,0.00148423,0.088649852,0.839285714,1
9155,0.285,0.227,0.285,0,9155,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.851576994,0.636498516,0.817857143,1
9157,0.298,0.16,0.325,0,9157,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.899814471,0.387982196,0.960714286,1
9159,0.056,0.118,0.267,4,9159,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.20E-07,-1.22E-07,2.71E-07,3.20E-07,8.01E-08,0,0.000572,1,1,0,0,0,0.001855288,0.232195846,0.753571429,1
9163,0.27,0.22,0.319,3,9163,ERODED,1,1,1,1,1,1,1,1,1,1,1,-4.47E-06,-2.16E-06,-1.50E-05,1.58E-05,5.27E-06,1,0.0283,1,1,0,0,0,0.795918367,0.610534125,0.939285714,1
9167,0.234,0.219,0.238,7,9167,Not eroded,0,0,1,0,1,0,1,0,0,0,0,2.51E-06,-6.97E-08,-1.22E-06,2.79E-06,3.99E-07,0,0.00499,0,0,0,0,0,0.662337662,0.606824926,0.65,1
9172,0.157,0.163,0.236,4,9172,Not eroded,0,0,1,0,1,0,1,0,0,0,0,5.27E-07,5.56E-07,1.00E-06,1.26E-06,3.16E-07,0,0.00225,1,1,0,0,0,0.376623377,0.399109792,0.642857143,1
9175,0.221,0.169,0.266,5,9175,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.21E-06,1.09E-07,-2.41E-07,1.24E-06,2.47E-07,0,0.00222,0,1,0,0,0,0.614100186,0.421364985,0.75,1
9178,0.246,0.182,0.257,4,9178,Not eroded,0,0,1,0,1,0,1,0,1,0,1,6.72E-06,4.48E-06,2.03E-06,8.33E-06,2.08E-06,0,0.0149,1,1,0,0,0,0.706864564,0.46958457,0.717857143,1
9181,0.199,0.122,0.294,0,9181,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.532467532,0.247032641,0.85,1
9183,0.25,0.208,0.292,2,9183,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-2.56E-06,-2.73E-06,-1.23E-06,3.94E-06,1.97E-06,1,0.00705,1,1,1,0,0,0.721706865,0.566023739,0.842857143,1
9187,0.103,0.0891,0.32,0,9187,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.176252319,0.125,0.942857143,1
9193,0.061,0.325,0.242,4,9193,Not eroded,0,0,1,0,1,0,1,0,1,0,0,-1.76E-07,-3.77E-07,9.99E-08,4.27E-07,1.07E-07,0,0.000764,1,1,0,0,0,0.020408163,1,0.664285714,1
9200,0.136,0.287,0.314,0,9200,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.298701299,0.859050445,0.921428571,1
9202,0.192,0.111,0.233,5,9202,Not eroded,0,0,1,0,1,0,1,0,0,0,0,1.81E-06,1.62E-06,1.87E-07,2.44E-06,4.87E-07,0,0.00436,0,1,0,0,0,0.506493506,0.206231454,0.632142857,1
9203,0.228,0.325,0.251,4,9203,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-7.46E-08,-5.56E-07,3.86E-07,6.82E-07,1.70E-07,0,0.00122,1,1,0,0,0,0.640074212,1,0.696428571,1
9208,0.207,0.308,0.234,3,9208,Not eroded,0,0,1,0,1,0,1,0,0,0,0,1.22E-07,7.50E-08,1.78E-07,2.28E-07,7.61E-08,1,0.000408,1,1,0,0,0,0.562152134,0.93694362,0.635714286,1
9216,0.164,0.281,0.309,0,9216,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.402597403,0.836795252,0.903571429,1
9217,0.064,0.0577,0.297,4,9217,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.36E-07,1.76E-07,1.94E-07,4.26E-07,1.06E-07,0,0.000762,1,1,0,0,0,0.031539889,0.008531157,0.860714286,1
9225,0.0986,0.324,0.296,0,9225,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.159925788,0.996290801,0.857142857,1
9227,0.287,0.215,0.297,0,9227,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.858998145,0.591988131,0.860714286,1
9231,0.324,0.0924,0.247,0,9231,Not eroded,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.137240356,0.682142857,1
9234,0.0943,0.148,0.257,0,9234,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.143970315,0.34347181,0.717857143,1
9239,0.321,0.0661,0.291,0,9239,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.985157699,0.039688427,0.839285714,1
9241,0.0937,0.19,0.326,0,9241,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.14174397,0.49925816,0.964285714,1
9247,0.212,0.069,0.23,0,9247,Not eroded,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.580705009,0.050445104,0.621428571,1
9250,0.177,0.16,0.294,3,9250,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.88E-06,-6.45E-07,6.02E-07,3.01E-06,1.00E-06,1,0.00538,1,1,0,0,0,0.450834879,0.387982196,0.85,1
9253,0.131,0.279,0.297,4,9253,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.74E-07,-3.73E-07,1.13E-07,4.76E-07,1.19E-07,0,0.000851,1,1,0,0,0,0.280148423,0.829376855,0.860714286,1
9257,0.0651,0.244,0.242,4,9257,Not eroded,0,0,1,0,1,0,1,0,1,0,0,2.69E-07,3.06E-07,1.14E-07,4.23E-07,1.06E-07,0,0.000757,1,1,0,0,0,0.035621521,0.699554896,0.664285714,1
9260,0.324,0.214,0.303,0,9260,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.588278932,0.882142857,1
9264,0.236,0.178,0.29,4,9264,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.13E-06,3.65E-06,-3.54E-06,5.21E-06,1.30E-06,0,0.00932,1,1,0,0,0,0.669758813,0.454747774,0.835714286,1
9265,0.298,0.151,0.299,0,9265,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.899814471,0.354599407,0.867857143,1
9272,0.214,0.223,0.272,4,9272,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.85E-06,2.05E-06,1.53E-05,1.55E-05,3.88E-06,0,0.0277,1,1,0,0,0,0.58812616,0.621661721,0.771428571,1
9279,0.189,0.103,0.278,0,9279,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.495361781,0.176557864,0.792857143,1
9285,0.155,0.256,0.269,3,9285,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.41E-07,1.83E-07,6.10E-07,6.81E-07,2.27E-07,1,0.00122,1,1,0,0,0,0.369202226,0.744065282,0.760714286,1
9286,0.293,0.163,0.273,0,9286,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.881261596,0.399109792,0.775,1
9288,0.324,0.164,0.257,4,9288,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.18E-06,-1.41E-06,-6.46E-06,7.34E-06,1.83E-06,0,0.0131,1,1,0,0,0,0.996289425,0.402818991,0.717857143,1
9289,0.202,0.176,0.305,0,9289,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.543599258,0.447329377,0.889285714,1
